creative_id,campaign_key,adset_key,format,asset_path,primary_text,headline,destination_url,approval_status,qa_issue,account_id_alias,objective,placement,asset_hash,variant_group,hook,language,country,utm_source,utm_medium,utm_campaign,utm_content,utm_term,post_id,post_id_type,source_system,source_row_id,reviewer,approved_at
cr_041,camp_evergreen,as_lookalike_us,image,fixtures/fake_agency_creatives/assets/lookalike_static_041.jpg,Hook 41 for lookalike US,Lookalike 41,https://example.invalid/lookalike-us,approved,,acct_fixture_us,engagement,feed,b1927c69f24deba1,camp_evergreen_as_lookalike_us,hook_41,en,US,facebook,paid_social,camp_evergreen,cr_041_camp_evergreen_as_lookalike_us,as_lookalike_us,,new,synthetic_sheet,row_041,fixture_approver,2026-07-05
cr_042,camp_evergreen,as_lookalike_us,video,fixtures/fake_agency_creatives/assets/lookalike_video_042.mp4,Hook 42 for lookalike US,Lookalike 42,https://example.invalid/lookalike-us,approved,,acct_fixture_us,engagement,reels,0d444f5e5db79175,camp_evergreen_as_lookalike_us,hook_42,en,US,facebook,paid_social,camp_evergreen,cr_042_camp_evergreen_as_lookalike_us,as_lookalike_us,,new,synthetic_sheet,row_042,fixture_approver,2026-07-05
cr_043,camp_evergreen,as_lookalike_us,carousel,fixtures/fake_agency_creatives/assets/lookalike_carousel_043.jpg,Hook 43 for lookalike US,Lookalike 43,https://example.invalid/lookalike-us,pending,missing_approval,acct_fixture_us,engagement,feed,e40e1444099f92ea,camp_evergreen_as_lookalike_us,hook_43,en,US,facebook,paid_social,camp_evergreen,cr_043_camp_evergreen_as_lookalike_us,as_lookalike_us,,new,synthetic_sheet,row_043,,
cr_044,camp_evergreen,as_lookalike_us,story,fixtures/fake_agency_creatives/assets/lookalike_story_044.jpg,Hook 44 for lookalike US,Lookalike 44,https://example.invalid/lookalike-us,approved,,acct_fixture_us,engagement,story,e18feb10cf11380d,camp_evergreen_as_lookalike_us,hook_44,en,US,facebook,paid_social,camp_evergreen,cr_044_camp_evergreen_as_lookalike_us,as_lookalike_us,,new,synthetic_sheet,row_044,fixture_approver,2026-07-05
cr_045,camp_evergreen,as_lookalike_us,image,fixtures/fake_agency_creatives/assets/lookalike_static_045.jpg,Hook 45 for lookalike US,Lookalike 45,https://example.invalid/lookalike-us,approved,naming_error,acct_fixture_us,engagement,feed,68da55d681216537,camp_evergreen_as_lookalike_us,hook_45,en,US,facebook,paid_social,camp_evergreen,cr_045_camp_evergreen_as_lookalike_us,as_lookalike_us,,new,synthetic_sheet,row_045,fixture_approver,2026-07-05
cr_046,camp_evergreen,as_lookalike_us,video,fixtures/fake_agency_creatives/assets/lookalike_video_046.mp4,Hook 46 for lookalike US,Lookalike 46,https://example.invalid/lookalike-us,rejected,missing_approval,acct_fixture_us,engagement,reels,8912b243e89fb4c4,camp_evergreen_as_lookalike_us,hook_46,en,US,facebook,paid_social,camp_evergreen,cr_046_camp_evergreen_as_lookalike_us,as_lookalike_us,,new,synthetic_sheet,row_046,,
cr_047,camp_evergreen,as_lookalike_us,image,fixtures/fake_agency_creatives/assets/lookalike_static_041.jpg,Hook 47 for lookalike US,Lookalike 47,https://example.invalid/lookalike-us,approved,duplicate_asset,acct_fixture_us,engagement,feed,b1927c69f24deba1,camp_evergreen_as_lookalike_us,hook_47,en,US,facebook,paid_social,camp_evergreen,cr_047_camp_evergreen_as_lookalike_us,as_lookalike_us,post_b1927c69f2,existing,synthetic_sheet,row_047,fixture_approver,2026-07-05
cr_048,camp_evergreen,as_lookalike_us,carousel,fixtures/fake_agency_creatives/assets/lookalike_carousel_048.jpg,Hook 48 for lookalike US,Lookalike 48,https://example.invalid/lookalike-alt,approved,destination_mismatch,acct_fixture_us,engagement,feed,453664cbaa1db272,camp_evergreen_as_lookalike_us,hook_48,en,US,facebook,paid_social,camp_evergreen,cr_048_camp_evergreen_as_lookalike_us,as_lookalike_us,,new,synthetic_sheet,row_048,fixture_approver,2026-07-05
cr_049,camp_evergreen,as_lookalike_us,story,fixtures/fake_agency_creatives/assets/lookalike_story_049.jpg,Hook 49 for lookalike US,Lookalike 49,https://example.invalid/lookalike-us,pending,missing_approval,acct_fixture_us,engagement,story,da3ea314ea02e558,camp_evergreen_as_lookalike_us,hook_49,en,US,facebook,paid_social,camp_evergreen,cr_049_camp_evergreen_as_lookalike_us,as_lookalike_us,,new,synthetic_sheet,row_049,,
cr_050,camp_evergreen,as_lookalike_us,collection,fixtures/fake_agency_creatives/assets/lookalike_collection_050.jpg,Hook 50 for lookalike US,Lookalike 50,https://example.invalid/lookalike-us,approved,unsupported_format,acct_fixture_us,engagement,feed,eef4ab58e5c85bef,camp_evergreen_as_lookalike_us,hook_50,en,US,facebook,paid_social,camp_evergreen,cr_050_camp_evergreen_as_lookalike_us,as_lookalike_us,,new,synthetic_sheet,row_050,fixture_approver,2026-07-05
cr_051,camp_evergreen,as_retargeting_fr,image,fixtures/fake_agency_creatives/assets/fr_retarget_static_051.jpg,Hook 51 for retargeting FR,Retarget FR 51,https://example.invalid/retarget-fr,approved,,acct_fixture_fr,engagement,feed,00434e08b79ddb96,camp_evergreen_as_retargeting_fr,hook_51,fr,FR,facebook,paid_social,camp_evergreen,cr_051_camp_evergreen_as_retargeting_fr,as_retargeting_fr,,new,synthetic_sheet,row_051,fixture_approver,2026-07-05
cr_052,camp_evergreen,as_retargeting_fr,video,fixtures/fake_agency_creatives/assets/fr_retarget_video_052.mp4,Hook 52 for retargeting FR,Retarget FR 52,https://example.invalid/retarget-fr,approved,,acct_fixture_fr,engagement,reels,3ef6b4a6846c3f44,camp_evergreen_as_retargeting_fr,hook_52,fr,FR,facebook,paid_social,camp_evergreen,cr_052_camp_evergreen_as_retargeting_fr,as_retargeting_fr,,new,synthetic_sheet,row_052,fixture_approver,2026-07-05
cr_053,camp_evergreen,as_retargeting_fr,carousel,fixtures/fake_agency_creatives/assets/fr_retarget_carousel_053.jpg,Hook 53 for retargeting FR,Retarget FR 53,https://example.invalid/retarget-fr,pending,missing_approval,acct_fixture_fr,engagement,feed,5970a5334a735a71,camp_evergreen_as_retargeting_fr,hook_53,fr,FR,facebook,paid_social,camp_evergreen,cr_053_camp_evergreen_as_retargeting_fr,as_retargeting_fr,,new,synthetic_sheet,row_053,,
cr_054,camp_evergreen,as_retargeting_fr,story,fixtures/fake_agency_creatives/assets/fr_retarget_story_054.jpg,Hook 54 for retargeting FR,Retarget FR 54,https://example.invalid/retarget-fr,approved,,acct_fixture_fr,engagement,story,d7498ff0f4988e40,camp_evergreen_as_retargeting_fr,hook_54,fr,FR,facebook,paid_social,camp_evergreen,cr_054_camp_evergreen_as_retargeting_fr,as_retargeting_fr,,new,synthetic_sheet,row_054,fixture_approver,2026-07-05
cr_055,camp_evergreen,as_retargeting_fr,image,fixtures/fake_agency_creatives/assets/fr_retarget_static_055.jpg,Hook 55 for retargeting FR,Retarget FR 55,https://example.invalid/retarget-fr,approved,naming_error,acct_fixture_fr,engagement,feed,6be1952ac9c0f3b7,camp_evergreen_as_retargeting_fr,hook_55,fr,FR,facebook,paid_social,camp_evergreen,cr_055_camp_evergreen_as_retargeting_fr,as_retargeting_fr,,new,synthetic_sheet,row_055,fixture_approver,2026-07-05
cr_056,camp_evergreen,as_retargeting_fr,video,fixtures/fake_agency_creatives/assets/fr_retarget_video_056.mp4,Hook 56 for retargeting FR,Retarget FR 56,https://example.invalid/retarget-fr,rejected,missing_approval,acct_fixture_fr,engagement,reels,bd09efff88ea25e9,camp_evergreen_as_retargeting_fr,hook_56,fr,FR,facebook,paid_social,camp_evergreen,cr_056_camp_evergreen_as_retargeting_fr,as_retargeting_fr,,new,synthetic_sheet,row_056,,
cr_057,camp_evergreen,as_retargeting_fr,image,fixtures/fake_agency_creatives/assets/fr_retarget_static_051.jpg,Hook 57 for retargeting FR,Retarget FR 57,https://example.invalid/retarget-fr,approved,duplicate_asset,acct_fixture_fr,engagement,feed,00434e08b79ddb96,camp_evergreen_as_retargeting_fr,hook_57,fr,FR,facebook,paid_social,camp_evergreen,cr_057_camp_evergreen_as_retargeting_fr,as_retargeting_fr,post_00434e08b7,existing,synthetic_sheet,row_057,fixture_approver,2026-07-05
cr_058,camp_evergreen,as_retargeting_fr,carousel,fixtures/fake_agency_creatives/assets/fr_retarget_carousel_058.jpg,Hook 58 for retargeting FR,Retarget FR 58,https://example.invalid/retarget-fr-alt,approved,destination_mismatch,acct_fixture_fr,engagement,feed,745539016ae7d2bc,camp_evergreen_as_retargeting_fr,hook_58,fr,FR,facebook,paid_social,camp_evergreen,cr_058_camp_evergreen_as_retargeting_fr,as_retargeting_fr,,new,synthetic_sheet,row_058,fixture_approver,2026-07-05
cr_059,camp_evergreen,as_retargeting_fr,story,fixtures/fake_agency_creatives/assets/fr_retarget_story_059.jpg,Hook 59 for retargeting FR,Retarget FR 59,https://example.invalid/retarget-fr,pending,missing_approval,acct_fixture_fr,engagement,story,2e37a7d9b9a915bb,camp_evergreen_as_retargeting_fr,hook_59,fr,FR,facebook,paid_social,camp_evergreen,cr_059_camp_evergreen_as_retargeting_fr,as_retargeting_fr,,new,synthetic_sheet,row_059,,
cr_060,camp_evergreen,as_retargeting_fr,collection,fixtures/fake_agency_creatives/assets/fr_retarget_collection_060.jpg,Hook 60 for retargeting FR,Retarget FR 60,https://example.invalid/retarget-fr,approved,unsupported_format,acct_fixture_fr,engagement,feed,df554870ece0b5fb,camp_evergreen_as_retargeting_fr,hook_60,fr,FR,facebook,paid_social,camp_evergreen,cr_060_camp_evergreen_as_retargeting_fr,as_retargeting_fr,,new,synthetic_sheet,row_060,fixture_approver,2026-07-05
cr_061,camp_sale,as_sale_us,image,fixtures/fake_agency_creatives/assets/sale_static_061.jpg,Hook 61 for sale US,Sale 61,https://example.invalid/sale-us,approved,,acct_fixture_us,sales,feed,c65e313300a129bf,camp_sale_as_sale_us,hook_61,en,US,facebook,paid_social,camp_sale,cr_061_camp_sale_as_sale_us,as_sale_us,,new,synthetic_sheet,row_061,fixture_approver,2026-07-05
